TIME,ID CON,ID MẸ,ID BỐ ,GT,GĐ,"SỐ LIỆU
BỐ","SỐ LIỆU
MẸ","SỐ LIỆU
CON"
47W,22222411018.0,22111271064.0,22111380015.0,1.0,1,3.1,,
47W,22222411019.0,22111481030.0,22111380015.0,1.0,1,3.1,1.0,
47W,22222421040.0,22111381036.0,22111380022.0,1.0,1,3.1,6.0,
47W,22222421066.0,22111381036.0,22111380022.0,1.0,1,3.1,6.0,
47W,22222421017.0,22111381036.0,22111380022.0,1.0,1,3.1,6.0,
47W,22222421072.0,22111271062.0,22111380022.0,1.0,1,3.1,5.0,
47W,22222421005.0,22111031024.0,22111380022.0,1.0,1,3.1,5.0,
47W,22222421018.0,22111031024.0,22111380022.0,1.0,1,3.1,5.0,
47W,22222421025.0,22111031024.0,22111380022.0,1.0,1,3.1,5.0,
47W,22222421019.0,22111111087.0,22111380022.0,1.0,1,3.1,4.0,
47W,22222421044.0,22111111087.0,22111380022.0,1.0,1,3.1,4.0,
47W,22222421009.0,22111111087.0,22111380022.0,1.0,1,3.1,4.0,
47W,22222431017.0,22111151058.0,22111380033.0,1.0,1,3.1,5.0,
47W,22222431019.0,22111151058.0,22111380033.0,1.0,1,3.1,5.0,
47W,22222431034.0,22111111086.0,22111380033.0,1.0,1,3.1,4.0,
47W,22222431002.0,22111271059.0,22111380033.0,1.0,1,3.1,5.0,
47W,22222431040.0,22111271059.0,22111380033.0,1.0,1,3.1,5.0,
47W,22222431048.0,22111381030.0,22111380033.0,1.0,1,3.1,1.0,
47W,22222431060.0,22111381030.0,22111380033.0,1.0,1,3.1,1.0,
47W,22222441034.0,22111151053.0,22111380091.0,1.0,1,3.1,4.0,
47W,22222441043.0,22111151053.0,22111380091.0,1.0,1,3.1,4.0,
47W,22222441003.0,22111151053.0,22111380091.0,1.0,1,3.1,4.0,
47W,22222441014.0,22111451055.0,22111380091.0,1.0,1,3.1,5.0,
47W,22222441052.0,22111451055.0,22111380091.0,1.0,1,3.1,5.0,
47W,22222441012.0,22111451055.0,22111380091.0,1.0,1,3.1,5.0,
47W,22222441053.0,22111451055.0,22111380091.0,1.0,1,3.1,5.0,
47W,22222441008.0,22111451055.0,22111380091.0,1.0,1,3.1,5.0,
47W,22222441009.0,22111451055.0,22111380091.0,1.0,1,3.1,5.0,
47W,22222441017.0,22111451055.0,22111380091.0,1.0,1,3.1,5.0,
47W,22222451038.0,22111151037.0,22111390059.0,1.0,1,4.7,5.0,
47W,22222451057.0,22111151037.0,22111390059.0,1.0,1,4.7,5.0,
47W,22222451039.0,22111151037.0,22111390059.0,1.0,1,4.7,5.0,
47W,22222451051.0,22111151037.0,22111390059.0,1.0,1,4.7,5.0,
47W,22222451058.0,22111321041.0,22111390059.0,1.0,1,4.7,,
47W,22222451049.0,22111321041.0,22111390059.0,1.0,1,4.7,,
47W,22222461014.0,22111381006.0,22111430065.0,1.0,1,3.9,2.0,
47W,22222461059.0,22111381006.0,22111430065.0,1.0,1,3.9,2.0,
47W,22222461063.0,22111381006.0,22111430065.0,1.0,1,3.9,2.0,
47W,22222461038.0,22111381006.0,22111430065.0,1.0,1,3.9,2.0,
47W,22222461058.0,22111451040.0,22111430065.0,1.0,1,3.9,1.0,
47W,22222461029.0,22111451040.0,22111430065.0,1.0,1,3.9,1.0,
47W,22222471016.0,22111021074.0,22111440039.0,1.0,1,4.6,3.0,
47W,22222471024.0,22111021074.0,22111440039.0,1.0,1,4.6,3.0,
47W,22222471040.0,22111111051.0,22111440039.0,1.0,1,4.6,3.0,
47W,22222471035.0,22111111051.0,22111440039.0,1.0,1,4.6,3.0,
47W,22222481046.0,22111151011.0,22111490088.0,1.0,1,4.7,5.0,
47W,22222481002.0,22111151011.0,22111490088.0,1.0,1,4.7,5.0,
47W,22222481010.0,22111151011.0,22111490088.0,1.0,1,4.7,5.0,
47W,22222481031.0,22111371121.0,22111490088.0,1.0,1,4.7,5.0,
47W,22222481030.0,22111371121.0,22111490088.0,1.0,1,4.7,5.0,
47W,22222481008.0,22111371121.0,22111490088.0,1.0,1,4.7,5.0,
47W,22222481014.0,22111371121.0,22111490088.0,1.0,1,4.7,5.0,
47W,22222481043.0,22111371121.0,22111490088.0,1.0,1,4.7,5.0,
47W,22222481003.0,22111371121.0,22111490088.0,1.0,1,4.7,5.0,
47W,22222481060.0,22111021071.0,22111490088.0,1.0,1,4.7,4.0,
47W,22222481025.0,22111021071.0,22111490088.0,1.0,1,4.7,4.0,
47W,22222481039.0,22111071055.0,22111490088.0,1.0,1,4.7,,
47W,22222481068.0,22111071055.0,22111490088.0,1.0,1,4.7,,
47W,22222481029.0,22111071055.0,22111490088.0,1.0,1,4.7,,
47W,22222481073.0,22111321005.0,22111490088.0,1.0,1,4.7,5.0,
47W,22222481057.0,22111321005.0,22111490088.0,1.0,1,4.7,5.0,
47W,22222481070.0,22111321005.0,22111490088.0,1.0,1,4.7,5.0,
47W,22222481080.0,22111201064.0,22111490088.0,1.0,1,4.7,6.0,
47W,22222481071.0,22111201064.0,22111490088.0,1.0,1,4.7,6.0,
47W,22222481045.0,22111201064.0,22111490088.0,1.0,1,4.7,6.0,
47W,22222481081.0,22111111050.0,22111490088.0,1.0,1,4.7,7.0,
47W,22222491030.0,22111151010.0,22111500039.0,1.0,1,4.1,1.0,
47W,22222491054.0,22111261122.0,22111500039.0,1.0,1,4.1,6.0,
47W,22222491014.0,22111261122.0,22111500039.0,1.0,1,4.1,6.0,
47W,22222491073.0,22111311125.0,22111500039.0,1.0,1,4.1,4.0,
47W,22222491026.0,22111311125.0,22111500039.0,1.0,1,4.1,4.0,
47W,22222491011.0,22111311125.0,22111500039.0,1.0,1,4.1,4.0,
47W,22222491058.0,22111071052.0,22111500039.0,1.0,1,4.1,5.0,
47W,22222491017.0,22111201044.0,22111500039.0,1.0,1,4.1,3.0,
47W,22222491062.0,22111201044.0,22111500039.0,1.0,1,4.1,3.0,
47W,22222491055.0,22111201044.0,22111500039.0,1.0,1,4.1,3.0,
47W,22222501010.0,22111311075.0,22111510082.0,1.0,1,5.0,5.0,
47W,22222501051.0,22111311075.0,22111510082.0,1.0,1,5.0,5.0,
47W,22222501002.0,22111441073.0,22111510082.0,1.0,1,5.0,5.0,
47W,22222501012.0,22111441073.0,22111510082.0,1.0,1,5.0,5.0,
47W,22222501053.0,22111441073.0,22111510082.0,1.0,1,5.0,5.0,
47W,22222501014.0,22111441073.0,22111510082.0,1.0,1,5.0,5.0,
47W,22222501022.0,22111441073.0,22111510082.0,1.0,1,5.0,5.0,
47W,22222501005.0,22111441073.0,22111510082.0,1.0,1,5.0,5.0,
47W,22222501006.0,22111441073.0,22111510082.0,1.0,1,5.0,5.0,
47W,22222501060.0,22111441073.0,22111510082.0,1.0,1,5.0,5.0,
47W,22222501041.0,22111371095.0,22111510082.0,1.0,1,5.0,5.0,
47W,22222501013.0,22111371095.0,22111510082.0,1.0,1,5.0,5.0,
47W,22222501056.0,22111371095.0,22111510082.0,1.0,1,5.0,5.0,
47W,22222501033.0,22111141093.0,22111510082.0,1.0,1,5.0,5.0,
47W,22222501021.0,22111141093.0,22111510082.0,1.0,1,5.0,5.0,
47W,22222501035.0,22111141093.0,22111510082.0,1.0,1,5.0,5.0,
47W,22222501003.0,22111141093.0,22111510082.0,1.0,1,5.0,5.0,
47W,22222501018.0,22111201043.0,22111510082.0,1.0,1,5.0,6.0,
47W,22222501050.0,22111201043.0,22111510082.0,1.0,1,5.0,6.0,
47W,22222501009.0,22111201043.0,22111510082.0,1.0,1,5.0,6.0,
47W,22222501057.0,22111201043.0,22111510082.0,1.0,1,5.0,6.0,
47W,22222040020.0,22111261036.0,22111040023.0,0.0,1,4.3,4.0,
47W,22222060024.0,22111301043.0,22111050039.0,0.0,1,3.7,4.0,
47W,22222070032.0,22111071008.0,22111050002.0,0.0,1,3.7,7.0,
47W,22222080068.0,22111371002.0,22111070012.0,0.0,1,5.4,5.0,
47W,22222080006.0,22111251063.0,22111070012.0,0.0,1,5.4,4.0,
47W,22222080064.0,22111181057.0,22111070012.0,0.0,1,5.4,5.0,
47W,22222090057.0,22111431089.0,22111070101.0,0.0,1,5.4,5.0,
47W,22222090020.0,22111431089.0,22111070101.0,0.0,1,5.4,5.0,
47W,22222090052.0,22111431089.0,22111070101.0,0.0,1,5.4,5.0,
47W,22222120014.0,22111061012.0,22111080079.0,0.0,1,4.0,6.0,
47W,22222120049.0,22111091066.0,22111080079.0,0.0,1,4.0,1.0,
47W,22222120056.0,22111091066.0,22111080079.0,0.0,1,4.0,1.0,
47W,22222120028.0,22111091066.0,22111080079.0,0.0,1,4.0,1.0,
47W,22222160029.0,22111091056.0,22111110056.0,0.0,1,4.3,4.0,
47W,22222160033.0,22111291096.0,22111110056.0,0.0,1,4.3,3.0,
47W,22222170055.0,22111091055.0,22111110067.0,0.0,1,4.3,2.0,
47W,22222170030.0,22111091055.0,22111110067.0,0.0,1,4.3,2.0,
47W,22222170038.0,22111131062.0,22111110067.0,0.0,1,4.3,5.0,
47W,22222180055.0,22111291092.0,22111120075.0,0.0,1,3.9,4.0,
47W,22222180018.0,22111291092.0,22111120075.0,0.0,1,3.9,4.0,
47W,22222180005.0,22111291092.0,22111120075.0,0.0,1,3.9,4.0,
47W,22222180043.0,22111291092.0,22111120075.0,0.0,1,3.9,4.0,
47W,22222180038.0,22111291092.0,22111120075.0,0.0,1,3.9,4.0,
47W,22222180010.0,22111051075.0,22111120075.0,0.0,1,3.9,4.0,
47W,22222180025.0,22111241004.0,22111120075.0,0.0,1,3.9,3.0,
47W,22222180044.0,22111241004.0,22111120075.0,0.0,1,3.9,3.0,
47W,22222180056.0,22111241004.0,22111120075.0,0.0,1,3.9,3.0,
47W,22222180054.0,22111241004.0,22111120075.0,0.0,1,3.9,3.0,
47W,22222200046.0,22111491117.0,22111150005.0,0.0,1,4.2,5.0,
47W,22222240036.0,22111051045.0,22111220063.0,0.0,1,5.8,3.0,
47W,22222240073.0,22111051045.0,22111220063.0,0.0,1,5.8,3.0,
47W,22222250062.0,22111491081.0,22111220040.0,0.0,1,5.8,4.0,
47W,22222270014.0,22111351026.0,22111230138.0,0.0,1,3.2,1.0,
47W,22222300016.0,22111081038.0,22111260110.0,0.0,1,4.7,4.0,
47W,22222300072.0,22111051009.0,22111260110.0,0.0,1,4.7,5.0,
47W,22222360023.0,22111281027.0,22111330050.0,0.0,1,4.3,5.0,
47W,22222370057.0,22111121009.0,22111330071.0,0.0,1,4.3,4.0,
47W,22222370042.0,22111281026.0,22111330071.0,0.0,1,4.3,4.0,
47W,22222370022.0,22111281026.0,22111330071.0,0.0,1,4.3,4.0,
47W,22222380008.0,22111111105.0,22111340073.0,0.0,1,,6.0,
47W,22222380035.0,22111151081.0,22111340073.0,0.0,1,,3.0,
47W,22222390018.0,22111151080.0,22111370006.0,0.0,1,4.4,6.0,
47W,22222430042.0,22111151058.0,22111380033.0,0.0,1,3.1,5.0,
47W,22222440019.0,22111151053.0,22111380091.0,0.0,1,3.1,4.0,
47W,22222440032.0,22111151053.0,22111380091.0,0.0,1,3.1,4.0,
47W,22222450027.0,22111151037.0,22111390059.0,0.0,1,4.7,5.0,
47W,22222450008.0,22111151037.0,22111390059.0,0.0,1,4.7,5.0,
47W,22222480083.0,22111371121.0,22111490088.0,0.0,1,4.7,5.0,
47W,22222500042.0,22111311075.0,22111510082.0,0.0,1,5.0,5.0,
47W,22222500039.0,22111311075.0,22111510082.0,0.0,1,5.0,5.0,
47W,22222500008.0,22111311075.0,22111510082.0,0.0,1,5.0,5.0,
47W,22222500038.0,22111311075.0,22111510082.0,0.0,1,5.0,5.0,
47W,22222500027.0,22111311075.0,22111510082.0,0.0,1,5.0,5.0,
47W,22222500011.0,22111441073.0,22111510082.0,0.0,1,5.0,5.0,
47W,22222500044.0,22111371095.0,22111510082.0,0.0,1,5.0,5.0,
48W,22222011051.0,22111441071.0,22111030027.0,1.0,1,4.6,6.0,
48W,22222011056.0,22111511104.0,22111030027.0,1.0,1,4.6,4.0,
48W,22222011002.0,22111511104.0,22111030027.0,1.0,1,4.6,4.0,
48W,22222011048.0,22111511104.0,22111030027.0,1.0,1,4.6,4.0,
48W,22222011070.0,22111511104.0,22111030027.0,1.0,1,4.6,4.0,
48W,22222011077.0,22111511104.0,22111030027.0,1.0,1,4.6,4.0,
48W,22222011037.0,22111441071.0,22111030027.0,1.0,1,4.6,6.0,
48W,22222011001.0,22111441071.0,22111030027.0,1.0,1,4.6,6.0,
48W,22222011047.0,22111311072.0,22111030027.0,1.0,1,4.6,7.0,
48W,22222011028.0,22111311072.0,22111030027.0,1.0,1,4.6,7.0,
48W,22222011005.0,22111311072.0,22111030027.0,1.0,1,4.6,7.0,
48W,22222011054.0,22111201038.0,22111030027.0,1.0,1,4.6,,
48W,22222011024.0,22111201038.0,22111030027.0,1.0,1,4.6,,
48W,22222021049.0,22111511076.0,22111030047.0,1.0,1,4.6,4.0,
48W,22222021055.0,22111261066.0,22111030047.0,1.0,1,4.6,4.0,
48W,22222021004.0,22111261066.0,22111030047.0,1.0,1,4.6,4.0,
48W,22222021021.0,22111261066.0,22111030047.0,1.0,1,4.6,4.0,
48W,22222021053.0,22111071037.0,22111030047.0,1.0,1,4.6,6.0,
48W,22222021027.0,22111071037.0,22111030047.0,1.0,1,4.6,6.0,
48W,22222021058.0,22111071037.0,22111030047.0,1.0,1,4.6,6.0,
48W,22222021050.0,22111071037.0,22111030047.0,1.0,1,4.6,6.0,
48W,22222021041.0,22111071037.0,22111030047.0,1.0,1,4.6,6.0,
48W,22222021043.0,22111071037.0,22111030047.0,1.0,1,4.6,6.0,
48W,22222021018.0,22111071037.0,22111030047.0,1.0,1,4.6,6.0,
48W,22222021059.0,22111201006.0,22111030047.0,1.0,1,4.6,6.0,
48W,22222021029.0,22111101126.0,22111030047.0,1.0,1,4.6,2.0,
48W,22222021001.0,22111101126.0,22111030047.0,1.0,1,4.6,2.0,
48W,22222021034.0,22111101126.0,22111030047.0,1.0,1,4.6,2.0,
48W,22222031014.0,22111441052.0,22111030048.0,1.0,1,4.6,5.0,
48W,22222031021.0,22111441052.0,22111030048.0,1.0,1,4.6,5.0,
48W,22222031054.0,22111071029.0,22111030048.0,1.0,1,4.6,7.0,
48W,22222031062.0,22111071029.0,22111030048.0,1.0,1,4.6,7.0,
48W,22222031057.0,22111071029.0,22111030048.0,1.0,1,4.6,7.0,
48W,22222031049.0,22111071029.0,22111030048.0,1.0,1,4.6,7.0,
48W,22222031026.0,22111201005.0,22111030048.0,1.0,1,4.6,2.0,
48W,22222031008.0,22111201005.0,22111030048.0,1.0,1,4.6,2.0,
48W,22222041022.0,22111261036.0,22111040023.0,1.0,1,4.7,5.0,
48W,22222041049.0,22111261036.0,22111040023.0,1.0,1,4.7,5.0,
48W,22222041007.0,22111141071.0,22111040023.0,1.0,1,4.7,3.0,
48W,22222041058.0,22111141071.0,22111040023.0,1.0,1,4.7,3.0,
48W,22222041003.0,22111511033.0,22111040023.0,1.0,1,4.7,5.0,
48W,22222041016.0,22111511033.0,22111040023.0,1.0,1,4.7,5.0,
48W,22222041001.0,22111511033.0,22111040023.0,1.0,1,4.7,5.0,
48W,22222051027.0,22111071012.0,22111050017.0,1.0,1,4.2,5.0,
48W,22222051068.0,22111311019.0,22111050017.0,1.0,1,4.2,5.0,
48W,22222051036.0,22111141050.0,22111050017.0,1.0,1,4.2,3.0,
48W,22222051062.0,22111261033.0,22111050017.0,1.0,1,4.2,3.0,
48W,22222051026.0,22111191004.0,22111050017.0,1.0,1,4.2,6.0,
48W,22222051049.0,22111191004.0,22111050017.0,1.0,1,4.2,6.0,
48W,22222051022.0,22111261033.0,22111050017.0,1.0,1,4.2,3.0,
48W,22222051023.0,22111191004.0,22111050017.0,1.0,1,4.2,6.0,
48W,22222051066.0,22111261033.0,22111050017.0,1.0,1,4.2,3.0,
48W,22222051067.0,22111371021.0,22111050017.0,1.0,1,4.2,3.0,
48W,22222051016.0,22111371021.0,22111050017.0,1.0,1,4.2,3.0,
48W,22222061037.0,22111071009.0,22111050039.0,1.0,1,4.2,4.0,
48W,22222061013.0,22111301043.0,22111050039.0,1.0,1,4.2,3.0,
48W,22222061052.0,22111301043.0,22111050039.0,1.0,1,4.2,3.0,
48W,22222061054.0,22111071009.0,22111050039.0,1.0,1,4.2,4.0,
48W,22222061017.0,22111441010.0,22111050039.0,1.0,1,4.2,4.0,
48W,22222061030.0,22111441010.0,22111050039.0,1.0,1,4.2,4.0,
48W,22222061045.0,22111511002.0,22111050039.0,1.0,1,4.2,3.0,
48W,22222071051.0,22111501077.0,22111050002.0,1.0,1,4.2,6.0,
48W,22222071010.0,22111501077.0,22111050002.0,1.0,1,4.2,6.0,
48W,22222071068.0,22111501077.0,22111050002.0,1.0,1,4.2,6.0,
48W,22222071003.0,22111071008.0,22111050002.0,1.0,1,4.2,6.0,
48W,22222071038.0,22111071008.0,22111050002.0,1.0,1,4.2,6.0,
48W,22222071049.0,22111071008.0,22111050002.0,1.0,1,4.2,6.0,
48W,22222071027.0,22111071008.0,22111050002.0,1.0,1,4.2,6.0,
48W,22222071047.0,22111071008.0,22111050002.0,1.0,1,4.2,6.0,
48W,22222071041.0,22111431096.0,22111050002.0,1.0,1,4.2,1.0,
48W,22222071046.0,22111431096.0,22111050002.0,1.0,1,4.2,1.0,
48W,22222071048.0,22111431096.0,22111050002.0,1.0,1,4.2,1.0,
48W,22222071020.0,22111101085.0,22111050002.0,1.0,1,4.2,,
48W,22222071006.0,22111101085.0,22111050002.0,1.0,1,4.2,,
48W,22222071043.0,22111101085.0,22111050002.0,1.0,1,4.2,,
48W,22222071026.0,22111101085.0,22111050002.0,1.0,1,4.2,,
48W,22222071053.0,22111101085.0,22111050002.0,1.0,1,4.2,,
48W,22222071005.0,22111101085.0,22111050002.0,1.0,1,4.2,,
48W,22222071008.0,22111101085.0,22111050002.0,1.0,1,4.2,,
48W,22222071045.0,22111101085.0,22111050002.0,1.0,1,4.2,,
48W,22222071018.0,22111101085.0,22111050002.0,1.0,1,4.2,,
48W,22222071016.0,22111101085.0,22111050002.0,1.0,1,4.2,,
48W,22222071050.0,22111101085.0,22111050002.0,1.0,1,4.2,,
48W,22222071030.0,22111371004.0,22111050002.0,1.0,1,4.2,6.0,
48W,22222071017.0,22111371004.0,22111050002.0,1.0,1,4.2,6.0,
48W,22222081031.0,22111371002.0,22111070012.0,1.0,1,4.7,6.0,
48W,22222081052.0,22111371002.0,22111070012.0,1.0,1,4.7,6.0,
48W,22222081039.0,22111181057.0,22111070012.0,1.0,1,4.7,,
48W,22222081019.0,22111181057.0,22111070012.0,1.0,1,4.7,,
48W,22222081053.0,22111181057.0,22111070012.0,1.0,1,4.7,,
48W,22222081028.0,22111181057.0,22111070012.0,1.0,1,4.7,,
48W,22222081067.0,22111181057.0,22111070012.0,1.0,1,4.7,,
48W,22222081037.0,22111181057.0,22111070012.0,1.0,1,4.7,,
48W,22222081024.0,22111431090.0,22111070012.0,1.0,1,4.7,2.0,
48W,22222081036.0,22111431090.0,22111070012.0,1.0,1,4.7,2.0,
48W,22222081003.0,22111431090.0,22111070012.0,1.0,1,4.7,2.0,
48W,22222081034.0,22111431090.0,22111070012.0,1.0,1,4.7,2.0,
48W,22222081030.0,22111301020.0,22111070012.0,1.0,1,4.7,,
48W,22222081071.0,22111301020.0,22111070012.0,1.0,1,4.7,,
48W,22222081043.0,22111301020.0,22111070012.0,1.0,1,4.7,,
48W,22222081017.0,22111301020.0,22111070012.0,1.0,1,4.7,,
48W,22222081047.0,22111501063.0,22111070012.0,1.0,1,4.7,4.0,
48W,22222081050.0,22111501063.0,22111070012.0,1.0,1,4.7,4.0,
48W,22222091015.0,22111431089.0,22111070101.0,1.0,1,4.7,3.0,
48W,22222091029.0,22111431089.0,22111070101.0,1.0,1,4.7,3.0,
48W,22222091057.0,22111431089.0,22111070101.0,1.0,1,4.7,3.0,
48W,22222091047.0,22111431089.0,22111070101.0,1.0,1,4.7,3.0,
48W,22222091064.0,22111301018.0,22111070101.0,1.0,1,4.7,5.0,
48W,22222091038.0,22111301018.0,22111070101.0,1.0,1,4.7,5.0,
48W,22222091011.0,22111301018.0,22111070101.0,1.0,1,4.7,5.0,
48W,22222091054.0,22111301018.0,22111070101.0,1.0,1,4.7,5.0,
48W,22222091042.0,22111301018.0,22111070101.0,1.0,1,4.7,5.0,
48W,22222101073.0,22111301015.0,22111080028.0,1.0,1,4.1,6.0,
48W,22222101011.0,22111301015.0,22111080028.0,1.0,1,4.1,6.0,
48W,22222101016.0,22111141015.0,22111080028.0,1.0,1,4.1,,
48W,22222101064.0,22111141015.0,22111080028.0,1.0,1,4.1,,
48W,22222101045.0,22111141015.0,22111080028.0,1.0,1,4.1,,
48W,22222101056.0,22111181055.0,22111080028.0,1.0,1,4.1,,
48W,22222101058.0,22111181055.0,22111080028.0,1.0,1,4.1,,
48W,22222101017.0,22111181055.0,22111080028.0,1.0,1,4.1,,
48W,22222111025.0,22111431026.0,22111080036.0,1.0,1,4.1,4.0,
48W,22222121028.0,22111061012.0,22111080079.0,1.0,1,4.1,5.0,
48W,22222121037.0,22111061012.0,22111080079.0,1.0,1,4.1,5.0,
48W,22222121048.0,22111061012.0,22111080079.0,1.0,1,4.1,5.0,
48W,22222121057.0,22111061012.0,22111080079.0,1.0,1,4.1,5.0,
48W,22222121041.0,22111061012.0,22111080079.0,1.0,1,4.1,5.0,
48W,22222121064.0,22111091066.0,22111080079.0,1.0,1,4.1,,
48W,22222121042.0,22111091066.0,22111080079.0,1.0,1,4.1,,
48W,22222121043.0,22111181049.0,22111080079.0,1.0,1,4.1,,
48W,22222121013.0,22111181049.0,22111080079.0,1.0,1,4.1,,
48W,22222121020.0,22111181049.0,22111080079.0,1.0,1,4.1,,
48W,22222121032.0,22111181049.0,22111080079.0,1.0,1,4.1,,
48W,22222121001.0,22111181049.0,22111080079.0,1.0,1,4.1,,
48W,22222131005.0,22111431019.0,22111080051.0,1.0,1,4.1,5.0,
48W,22222131044.0,22111431019.0,22111080051.0,1.0,1,4.1,5.0,
48W,22222131014.0,22111501039.0,22111080051.0,1.0,1,4.1,3.0,
48W,22222131020.0,22111501039.0,22111080051.0,1.0,1,4.1,3.0,
48W,22222141045.0,22111431018.0,22111090044.0,1.0,1,3.6,2.0,
48W,22222141031.0,22111431018.0,22111090044.0,1.0,1,3.6,2.0,
48W,22222141033.0,22111431018.0,22111090044.0,1.0,1,3.6,2.0,
48W,22222141016.0,22111431018.0,22111090044.0,1.0,1,3.6,2.0,
48W,22222141039.0,22111431018.0,22111090044.0,1.0,1,3.6,2.0,
48W,22222141048.0,22111131082.0,22111090044.0,1.0,1,3.6,3.0,
48W,22222141009.0,22111131082.0,22111090044.0,1.0,1,3.6,3.0,
48W,22222141061.0,22111051092.0,22111090044.0,1.0,1,3.6,6.0,
48W,22222141043.0,22111051092.0,22111090044.0,1.0,1,3.6,6.0,
48W,22222151012.0,22111181040.0,22111090021.0,1.0,1,3.6,6.0,
48W,22222151001.0,22111181040.0,22111090021.0,1.0,1,3.6,6.0,
48W,22222151011.0,22111181040.0,22111090021.0,1.0,1,3.6,6.0,
48W,22222151024.0,22111181040.0,22111090021.0,1.0,1,3.6,6.0,
48W,22222151037.0,22111181040.0,22111090021.0,1.0,1,3.6,6.0,
48W,22222151050.0,22111051085.0,22111090021.0,1.0,1,3.6,5.0,
48W,22222151027.0,22111501024.0,22111090021.0,1.0,1,3.6,7.0,
48W,22222151009.0,22111251002.0,22111090021.0,1.0,1,3.6,5.0,
48W,22222151025.0,22111251002.0,22111090021.0,1.0,1,3.6,5.0,
48W,22222151014.0,22111251002.0,22111090021.0,1.0,1,3.6,5.0,
48W,22222161026.0,22111091056.0,22111110056.0,1.0,1,5.2,3.0,
48W,22222161014.0,22111091056.0,22111110056.0,1.0,1,5.2,3.0,
48W,22222161016.0,22111091056.0,22111110056.0,1.0,1,5.2,3.0,
48W,22222161024.0,22111091056.0,22111110056.0,1.0,1,5.2,3.0,
48W,22222161007.0,22111091056.0,22111110056.0,1.0,1,5.2,3.0,
48W,22222161045.0,22111091056.0,22111110056.0,1.0,1,5.2,3.0,
48W,22222161043.0,22111091056.0,22111110056.0,1.0,1,5.2,3.0,
48W,22222161011.0,22111091056.0,22111110056.0,1.0,1,5.2,3.0,
48W,22222161051.0,22111091056.0,22111110056.0,1.0,1,5.2,3.0,
48W,22222161042.0,22111091056.0,22111110056.0,1.0,1,5.2,3.0,
48W,22222161004.0,22111291096.0,22111110056.0,1.0,1,5.2,5.0,
48W,22222161056.0,22111291096.0,22111110056.0,1.0,1,5.2,5.0,
48W,22222161002.0,22111291096.0,22111110056.0,1.0,1,5.2,5.0,
48W,22222161039.0,22111241036.0,22111110056.0,1.0,1,5.2,4.0,
48W,22222161037.0,22111241036.0,22111110056.0,1.0,1,5.2,4.0,
48W,22222171023.0,22111091055.0,22111110067.0,1.0,1,5.2,5.0,
48W,22222171013.0,22111091055.0,22111110067.0,1.0,1,5.2,5.0,
48W,22222171034.0,22111131062.0,22111110067.0,1.0,1,5.2,6.0,
48W,22222171047.0,22111421032.0,22111110067.0,1.0,1,5.2,5.0,
48W,22222171036.0,22111501008.0,22111110067.0,1.0,1,5.2,3.0,
48W,22222171052.0,22111501008.0,22111110067.0,1.0,1,5.2,3.0,
48W,22222171016.0,22111051076.0,22111110067.0,1.0,1,5.2,2.0,
48W,22222171017.0,22111051076.0,22111110067.0,1.0,1,5.2,2.0,
48W,22222181074.0,22111291092.0,22111120075.0,1.0,1,4.1,4.0,
48W,22222181041.0,22111051075.0,22111120075.0,1.0,1,4.1,5.0,
48W,22222181017.0,22111051075.0,22111120075.0,1.0,1,4.1,5.0,
48W,22222181043.0,22111051075.0,22111120075.0,1.0,1,4.1,5.0,
48W,22222181049.0,22111241004.0,22111120075.0,1.0,1,4.1,2.0,
48W,22222181022.0,22111241004.0,22111120075.0,1.0,1,4.1,2.0,
48W,22222181071.0,22111091049.0,22111120075.0,1.0,1,4.1,5.0,
48W,22222181030.0,22111421017.0,22111120075.0,1.0,1,4.1,4.0,
48W,22222181032.0,22111421017.0,22111120075.0,1.0,1,4.1,4.0,
48W,22222191013.0,22111051074.0,22111140065.0,1.0,1,4.1,4.0,
48W,22222191015.0,22111051074.0,22111140065.0,1.0,1,4.1,4.0,
48W,22222191042.0,22111491128.0,22111140065.0,1.0,1,4.1,4.0,
48W,22222191011.0,22111171069.0,22111140065.0,1.0,1,4.1,,
48W,22222191052.0,22111361011.0,22111140065.0,1.0,1,4.1,1.0,
48W,22222191005.0,22111491128.0,22111140065.0,1.0,1,4.1,4.0,
48W,22222191067.0,22111491128.0,22111140065.0,1.0,1,4.1,4.0,
48W,22222191023.0,22111231168.0,22111140065.0,1.0,1,4.1,1.0,
48W,22222191040.0,22111091030.0,22111140065.0,1.0,1,4.1,5.0,
48W,22222201041.0,22111131006.0,22111150005.0,1.0,1,3.2,4.0,
48W,22222201049.0,22111491117.0,22111150005.0,1.0,1,3.2,5.0,
48W,22222201026.0,22111491117.0,22111150005.0,1.0,1,3.2,5.0,
48W,22222201017.0,22111491117.0,22111150005.0,1.0,1,3.2,5.0,
48W,22222201047.0,22111491117.0,22111150005.0,1.0,1,3.2,5.0,
48W,22222201044.0,22111291072.0,22111150005.0,1.0,1,3.2,2.0,
48W,22222201013.0,22111291072.0,22111150005.0,1.0,1,3.2,2.0,
48W,22222201031.0,22111291072.0,22111150005.0,1.0,1,3.2,2.0,
48W,22222211060.0,22111351084.0,22111150078.0,1.0,1,3.2,4.0,
48W,22222211051.0,22111351084.0,22111150078.0,1.0,1,3.2,4.0,
48W,22222211029.0,22111351084.0,22111150078.0,1.0,1,3.2,4.0,
